SubNum,Day,Block,Cond,Load,RT,Acc
sub027,2,5,house,high,1.26884,0
sub027,2,5,house,low,0.50502,1
sub027,2,5,house,high,1.09027,0
sub027,2,5,house,high,0.97739,1
sub027,2,5,house,high,0.50656,1
sub027,2,5,neutral,high,0.69838,1
sub027,2,5,fear,low,0.50025,1
sub027,2,5,house,low,0.48842,1
sub027,2,5,fear,high,0.81873,1
sub027,2,5,house,low,0.51886,1
sub027,2,5,fear,low,0.54585,1
sub027,2,5,neutral,high,0.92347,0
sub027,2,5,fear,low,0.47548,1
sub027,2,5,morph,high,0.70528,1
sub027,2,5,morph,high,0.67232,1
sub027,2,5,neutral,low,0.57018,1
sub027,2,5,neutral,low,0.54364,1
sub027,2,5,fear,low,0.47851,1
sub027,2,5,morph,high,0.70770,1
sub027,2,5,fear,low,0.46647,1
sub027,2,5,house,low,0.52957,1
sub027,2,5,fear,low,0.61578,1
sub027,2,6,neutral,low,0.55393,1
sub027,2,6,fear,high,0.61248,1
sub027,2,6,fear,low,0.55892,1
sub027,2,6,fear,high,0.72933,1
sub027,2,6,morph,high,0.72317,1
sub027,2,6,fear,low,0.45006,1
sub027,2,6,house,high,0.83805,0
sub027,2,6,neutral,low,0.44823,1
sub027,2,6,morph,high,0.78301,1
sub027,2,6,morph,high,1.14511,1
sub027,2,6,neutral,high,0.87199,1
sub027,2,6,neutral,high,0.82292,1
sub027,2,6,house,low,0.49608,1
sub027,2,6,neutral,low,0.57666,1
sub027,2,6,fear,high,0.66717,0
sub027,2,6,morph,high,1.18408,1
sub027,2,6,fear,high,1.37535,1
sub027,2,6,fear,low,0.53228,1
sub027,2,6,house,low,0.57930,1
sub027,2,6,house,high,0.77027,1
sub027,2,6,fear,low,0.44897,1
sub027,2,6,house,low,0.58677,1
sub027,2,6,house,low,0.44229,1
sub027,2,6,neutral,high,0.62843,1
sub027,2,6,house,low,0.39264,0
sub027,2,6,neutral,high,0.99476,1
sub027,2,6,morph,low,0.50349,1
sub027,2,6,morph,high,0.93038,1
sub027,2,6,morph,low,0.82319,1
sub027,2,6,morph,high,1.16438,1
sub027,2,6,morph,low,0.50662,1
sub027,2,6,neutral,high,0.69276,1
sub027,2,6,morph,high,0.65949,1
sub027,2,6,morph,low,0.45630,1
sub027,2,6,morph,high,0.67026,1
sub027,2,6,neutral,low,0.44095,1
sub027,2,6,house,low,0.57298,1
sub027,2,6,neutral,low,0.43993,1
sub027,2,6,neutral,high,0.68534,1
sub027,2,6,house,high,0.59356,1
sub027,2,6,neutral,low,0.47539,1
sub027,2,6,fear,high,0.88522,1
sub027,2,6,house,high,1.32128,1
sub027,2,6,morph,low,0.50003,1
sub027,2,6,house,low,0.61112,1
sub027,2,6,fear,low,0.50932,1
sub027,2,6,neutral,high,0.77542,1
sub027,2,6,morph,low,0.60357,1
sub027,2,6,neutral,high,0.66206,1
sub027,2,6,morph,low,0.59149,1
sub027,2,6,neutral,high,0.64943,1
sub027,2,6,fear,high,1.31576,1
sub027,2,6,house,high,0.63693,1
sub027,2,6,house,low,0.49713,1
sub027,2,6,house,low,0.54929,1
sub027,2,6,fear,high,0.82705,1
sub027,2,6,morph,high,1.07107,1
sub027,2,6,morph,low,0.46810,1
sub027,2,6,house,low,0.79212,1
sub027,2,6,fear,low,0.55786,1
sub027,2,6,house,low,0.65800,1
sub027,2,6,morph,low,0.58782,1
sub027,2,6,house,high,0.98089,1
sub027,2,6,fear,low,0.57509,1
sub027,2,6,neutral,high,1.14604,1
sub027,2,6,fear,high,0.74580,1
sub027,2,6,neutral,low,0.56920,1
sub027,2,6,neutral,low,0.52104,1
sub027,2,6,house,high,0.66407,1
sub027,2,6,fear,low,0.61608,1
sub027,2,6,house,low,0.71617,1
sub027,2,6,fear,low,0.51415,1
sub027,2,6,house,high,0.63020,1
sub027,2,6,neutral,high,1.20606,1
sub027,2,6,neutral,high,0.78450,0
sub027,2,6,fear,high,0.69947,1
sub027,2,6,fear,high,0.98662,1
sub027,2,6,morph,low,0.61339,1
sub027,2,6,fear,low,0.64524,1
sub027,2,6,morph,high,0.81609,1
sub027,2,7,house,high,0.70766,1
sub027,2,7,fear,high,0.95250,0
sub027,2,7,neutral,high,0.87138,1
sub027,2,7,house,low,0.54455,1
sub027,2,7,fear,low,0.52332,1
sub027,2,7,morph,low,0.51780,1
sub027,2,7,neutral,low,0.50757,1
sub027,2,7,morph,low,0.50134,1
sub027,2,7,morph,low,0.67591,1
sub027,2,7,fear,high,0.78741,1
sub027,2,7,fear,low,0.46171,1
sub027,2,7,fear,high,0.60469,1
sub027,2,7,fear,high,1.06356,0
sub027,2,7,house,low,0.57172,1
sub027,2,7,fear,high,1.13046,0
sub027,2,7,house,low,0.48350,1
sub027,2,7,house,high,0.72752,1
sub027,2,7,house,low,0.56674,1
sub027,2,7,fear,high,0.86527,1
sub027,2,7,fear,low,0.68323,1
sub027,2,7,neutral,high,0.72559,1
sub027,2,7,neutral,high,0.68724,1
sub027,2,7,fear,high,0.83602,1
sub027,2,7,morph,high,0.71284,1
sub027,2,7,fear,low,0.56387,1
sub027,2,7,neutral,high,0.65366,1
sub027,2,7,fear,low,0.53576,1
sub027,2,7,house,low,0.57681,1
sub027,2,7,house,high,0.77792,1
sub027,2,7,neutral,high,0.67631,1
sub027,2,7,fear,high,1.27922,0
sub027,2,7,morph,high,0.94809,1
sub027,2,7,neutral,low,0.46232,1
sub027,2,7,morph,low,0.43545,1
sub027,2,7,fear,low,0.67047,1
sub027,2,7,house,low,0.44019,1
sub027,2,7,neutral,low,0.48790,0
sub027,2,7,neutral,low,0.55785,1
sub027,2,7,neutral,high,0.88288,1
sub027,2,7,morph,low,0.73250,1
sub027,2,7,fear,high,0.89758,1
sub027,2,7,neutral,low,0.60413,1
sub027,2,7,morph,low,0.52883,1
sub027,2,7,neutral,high,0.87577,1
sub027,2,7,neutral,low,0.49701,0
sub027,2,7,house,low,0.46457,1
sub027,2,7,morph,high,1.06728,0
sub027,2,7,house,high,0.99638,1
sub027,2,7,neutral,low,0.59128,1
sub027,2,7,morph,high,1.12330,0
sub027,2,7,fear,low,0.60593,1
sub027,2,7,morph,high,0.96849,0
sub027,2,7,neutral,high,0.78657,0
sub027,2,7,neutral,low,0.50883,1
sub027,2,7,house,high,0.82205,1
sub027,2,7,fear,high,0.69914,1
sub027,2,7,morph,high,0.86995,1
sub027,2,7,morph,high,0.62423,1
sub027,2,7,morph,high,1.32725,1
sub027,2,7,house,low,0.48341,1
sub027,2,7,house,high,0.69553,1
sub027,2,7,house,high,0.60361,1
sub027,2,7,neutral,high,0.72647,1
sub027,2,7,house,low,0.45842,1
sub027,2,7,fear,low,0.40481,0
sub027,2,7,fear,high,1.04988,0
sub027,2,7,house,high,1.05397,1
sub027,2,7,morph,high,0.78775,1
sub027,2,7,house,low,0.59987,1
sub027,2,7,house,low,0.54515,1
sub027,2,7,neutral,high,0.91856,1
sub027,2,7,morph,low,0.63964,1
sub027,2,7,morph,low,0.59126,1
sub027,2,7,house,high,0.92035,1
sub027,2,7,neutral,low,0.80267,1
sub027,2,7,morph,low,0.58952,1
sub027,2,7,morph,low,0.47729,1
sub027,2,7,fear,high,0.92522,1
sub027,2,7,morph,low,0.90836,1
sub027,2,7,neutral,low,0.59417,1
sub027,2,8,fear,low,1.06570,0
sub027,2,8,fear,low,0.61268,1
sub027,2,8,neutral,low,0.58043,1
sub027,2,8,fear,low,0.57539,1
sub027,2,8,house,low,0.54790,1
sub027,2,8,morph,high,0.63185,1
sub027,2,8,neutral,low,0.53504,1
sub027,2,8,neutral,high,0.91358,1
sub027,2,8,morph,low,0.42767,1
sub027,2,8,fear,high,0.71504,1
sub027,2,8,neutral,high,0.76293,1
sub027,2,8,fear,high,0.98618,1
sub027,2,8,fear,high,0.63937,1
sub027,2,8,fear,high,0.72890,1
sub027,2,8,house,low,0.77009,1
sub027,2,8,fear,high,0.84457,1
sub027,2,8,morph,low,0.49726,1
sub027,2,8,neutral,low,0.49272,1
sub027,2,8,neutral,high,0.67356,1
sub027,2,8,morph,low,0.57661,1
sub027,2,8,morph,high,0.72044,1
sub027,2,8,house,high,0.68747,1
sub027,2,8,morph,high,0.56862,1
sub027,2,8,morph,low,0.61140,1
sub027,2,8,neutral,low,0.54746,1
sub027,2,8,neutral,high,0.60517,1
sub027,2,8,neutral,low,0.58312,1
sub027,2,8,house,high,0.61912,1
sub027,2,8,morph,high,0.69344,1
sub027,2,8,house,high,1.03354,0
sub027,2,8,fear,high,1.03270,1
sub027,2,8,morph,low,0.45602,1
sub027,2,8,morph,high,0.65888,1
sub027,2,8,neutral,low,0.56801,1
sub027,2,8,fear,low,0.46248,1
sub027,2,8,morph,low,0.53654,1
sub027,2,8,morph,low,0.42486,1
sub027,2,8,fear,high,0.69123,1
sub027,2,8,morph,high,0.64232,1
sub027,2,8,neutral,low,0.45566,1
sub027,2,8,house,high,0.69479,1
sub027,2,8,neutral,high,0.67327,1
sub027,2,8,fear,high,0.68433,1
sub027,2,8,house,high,0.58751,0
sub027,2,8,fear,low,0.59343,1
sub027,2,8,house,low,0.53406,1
sub027,2,8,fear,low,0.61334,1
sub027,2,8,fear,low,0.48036,1
sub027,2,8,neutral,low,0.46479,1
sub027,2,8,house,low,0.68796,1
sub027,2,8,morph,low,0.54910,1
sub027,2,8,house,low,0.45710,0
sub027,2,8,neutral,high,0.78217,1
sub027,2,8,fear,high,0.58466,1
sub027,2,8,neutral,high,0.51495,1
sub027,2,8,house,high,0.99886,1
sub027,2,8,house,high,0.60289,1
sub027,2,8,fear,low,0.55990,1
sub027,2,8,house,low,0.56467,1
sub027,2,8,morph,low,0.54852,1
sub027,2,8,house,low,0.60070,1
sub027,2,8,house,low,0.59396,1
sub027,2,8,house,low,0.61458,1
sub027,2,8,neutral,high,1.07251,0
sub027,2,8,house,low,0.48464,1
sub027,2,8,house,high,0.94783,1
sub027,2,8,morph,high,0.63375,1
sub027,2,8,neutral,high,0.59658,1
sub027,2,8,morph,high,0.62165,1
sub027,2,8,neutral,high,0.63253,0
sub027,2,8,fear,high,0.57859,1
sub027,2,8,house,low,0.63074,1
sub027,2,8,house,low,0.48645,1
sub027,2,8,fear,low,0.54499,1
sub027,2,8,morph,low,0.49080,1
sub027,2,8,neutral,high,0.51222,1
sub027,2,8,morph,high,0.57425,1
sub027,2,8,morph,high,0.87254,1
sub027,2,8,fear,low,0.47180,1
sub027,2,8,neutral,high,0.54097,1
